event_id,origintime,magnitude,magnitude_source,max_mmi,latitude,longitude,depth_km,err_lat,err_lon,err_depth,err_origintime,state,county,status
13269,2019-07-03 18:30:45,2.0,OGS,None,36.5165,-98.98933333,5.0,0.28,0.28,0.4,None,Oklahoma,Woodward,Reviewed
13401,2019-07-04 02:16:17,1.7,OGS,None,35.06416667,-97.6885,12.61,0.42,0.42,1.2,None,Oklahoma,McClain,Reviewed
13398,2019-07-04 08:25:32,1.1,OGS,None,35.5355,-96.76716667,5.0,0.28,0.28,0.7,None,Oklahoma,Lincoln,Reviewed
13395,2019-07-04 09:26:34,1.8,OGS,None,35.14683333,-95.34733333,5.0,0.71,0.71,2.3,None,Oklahoma,Pittsburg,Reviewed
13282,2019-07-04 17:30:28,2.0,OGS,None,35.87133333,-96.695,6.77,0.21,0.21,0.4,None,Oklahoma,Lincoln,Reviewed
13392,2019-07-04 20:12:27,1.2,OGS,None,35.871,-96.69566667,6.7,0.35,0.35,0.7,None,Oklahoma,Lincoln,Reviewed
13389,2019-07-04 21:39:17,1.6,OGS,None,36.5265,-98.9845,6.37,0.21,0.21,0.2,None,Oklahoma,Woodward,Reviewed
13386,2019-07-05 05:34:26,1.6,OGS,None,35.798,-96.65416667,7.1,0.21,0.21,0.4,None,Oklahoma,Lincoln,Reviewed
13383,2019-07-05 05:54:52,2.0,OGS,None,35.10716667,-96.32083333,4.51,0.28,0.28,0.7,None,Oklahoma,Hughes,Reviewed
13380,2019-07-05 09:37:38,1.8,OGS,None,36.00366667,-96.77533333,5.98,0.21,0.21,0.3,None,Oklahoma,Payne,Reviewed
13377,2019-07-05 23:00:24,2.2,OGS,None,36.52416667,-98.983,6.11,0.21,0.21,0.3,None,Oklahoma,Woodward,Reviewed
13374,2019-07-06 04:14:10,1.8,OGS,None,36.18616667,-98.70216667,7.45,0.42,0.42,0.5,None,Oklahoma,Major,Reviewed
13371,2019-07-06 10:09:21,0.9,OGS,None,36.41966667,-96.90983333,4.51,0.14,0.14,0.4,None,Oklahoma,Pawnee,Reviewed
13368,2019-07-06 10:16:51,0.7,OGS,None,36.42033333,-96.91016667,4.55,0.21,0.21,0.6,None,Oklahoma,Pawnee,Reviewed
13336,2019-07-06 16:41:12,2.9,OGS,None,35.91416667,-99.46916667,13.46,0.21,0.21,1.5,None,Oklahoma,Roger,Reviewed
13365,2019-07-06 23:39:22,2.0,OGS,None,36.3625,-98.15483333,6.36,0.14,0.14,0.3,None,Oklahoma,Alfalfa,Reviewed
13342,2019-07-07 01:49:04,2.5,OGS,None,36.36116667,-98.15583333,6.63,0.07,0.07,0.3,None,Oklahoma,Alfalfa,Reviewed
13362,2019-07-07 04:10:14,2.0,OGS,None,36.261,-97.35916667,6.38,0.14,0.14,0.3,None,Oklahoma,Noble,Reviewed
13359,2019-07-07 04:58:42,2.0,OGS,None,36.36183333,-98.155,6.5,0.14,0.14,0.3,None,Oklahoma,Alfalfa,Reviewed
13356,2019-07-07 13:20:51,1.4,OGS,None,36.41766667,-96.88566667,7.66,0.28,0.28,0.3,None,Oklahoma,Pawnee,Reviewed
13350,2019-07-07 14:31:01,2.0,OGS,None,36.27266667,-98.755,7.88,0.14,0.14,0.3,None,Oklahoma,Major,Reviewed
13347,2019-07-08 01:38:35,2.2,OGS,None,36.3635,-98.155,6.34,0.14,0.14,0.3,None,Oklahoma,Alfalfa,Reviewed
13339,2019-07-08 06:03:33,2.2,OGS,None,35.14483333,-95.34516667,5.0,0.42,0.42,1.8,None,Oklahoma,Pittsburg,Reviewed
13333,2019-07-08 06:15:04,2.8,OGS,None,35.1355,-95.33833333,10.44,0.28,0.28,2.9,None,Oklahoma,Pittsburg,Reviewed
13404,2019-07-08 13:59:44,1.6,OGS,None,35.8415,-98.07266667,21.48,0.57,0.57,1.1,None,Oklahoma,Kingfisher,Reviewed
13353,2019-07-08 15:21:26,1.6,OGS,None,36.261,-97.389,7.9,0.14,0.14,0.5,None,Oklahoma,Noble,Reviewed
13549,2019-07-08 23:38:35,1.8,OGS,None,36.32316667,-97.173,6.1,0.28,0.28,0.6,None,Oklahoma,Noble,Reviewed
13546,2019-07-08 23:57:36,2.0,OGS,None,35.98633333,-96.80616667,6.13,0.21,0.21,0.4,None,Oklahoma,Payne,Reviewed
13540,2019-07-09 01:30:33,1.4,OGS,None,35.98566667,-96.815,5.63,0.28,0.28,0.4,None,Oklahoma,Payne,Reviewed
13478,2019-07-09 01:38:58,2.3,OGS,None,35.83683333,-98.08283333,7.03,0.14,0.14,0.6,None,Oklahoma,Kingfisher,Reviewed
13532,2019-07-09 01:45:36,1.8,OGS,None,35.84083333,-98.07333333,5.0,0.57,0.57,1.2,None,Oklahoma,Kingfisher,Reviewed
13530,2019-07-09 04:53:03,2.1,OGS,None,36.4235,-97.35933333,7.6,0.14,0.14,0.5,None,Oklahoma,Noble,Reviewed
13475,2019-07-09 05:39:14,2.4,OGS,None,35.84016667,-98.0785,6.79,0.14,0.14,0.6,None,Oklahoma,Kingfisher,Reviewed
13472,2019-07-09 06:30:26,1.9,OGS,None,35.84433333,-98.07866667,4.96,0.14,0.14,0.5,None,Oklahoma,Kingfisher,Reviewed
13469,2019-07-09 07:16:37,2.0,OGS,None,35.837,-98.08633333,6.84,0.14,0.14,0.6,None,Oklahoma,Canadian,Reviewed
13467,2019-07-09 07:35:14,1.7,OGS,None,36.26416667,-97.718,5.97,0.07,0.07,0.3,None,Oklahoma,Garfield,Reviewed
13464,2019-07-09 09:15:34,2.2,OGS,None,35.84583333,-98.077,4.96,0.14,0.14,0.5,None,Oklahoma,Kingfisher,Reviewed
13461,2019-07-09 10:08:01,1.7,OGS,None,36.366,-98.16466667,6.47,0.14,0.14,0.4,None,Oklahoma,Alfalfa,Reviewed
13458,2019-07-09 10:24:06,1.9,OGS,None,35.83983333,-98.08116667,7.14,0.14,0.14,0.4,None,Oklahoma,Kingfisher,Reviewed
13604,2019-07-09 12:18:36,1.7,OGS,None,35.12983333,-95.34766667,5.0,0.49,0.49,2.3,None,Oklahoma,Pittsburg,Reviewed
13456,2019-07-09 12:31:25,2.3,OGS,None,36.36316667,-98.15883333,6.28,0.14,0.14,0.4,None,Oklahoma,Alfalfa,Reviewed
13493,2019-07-09 14:19:32,2.6,OGS,None,35.842,-98.07416667,6.5,0.14,0.14,0.7,None,Oklahoma,Kingfisher,Reviewed
13495,2019-07-09 14:27:53,2.2,OGS,None,35.84616667,-98.07266667,7.56,0.14,0.14,0.7,None,Oklahoma,Kingfisher,Reviewed
13527,2019-07-09 14:41:52,2.3,OGS,None,35.84516667,-98.07483333,7.27,0.14,0.14,0.5,None,Oklahoma,Kingfisher,Reviewed
13521,2019-07-09 14:44:09,3.1,OGS,None,35.83766667,-98.07916667,6.29,0.14,0.14,0.5,None,Oklahoma,Kingfisher,Reviewed
13524,2019-07-09 14:52:21,2.6,OGS,None,35.8435,-98.07516667,6.78,0.14,0.14,0.6,None,Oklahoma,Kingfisher,Reviewed
13543,2019-07-09 15:41:52,2.1,OGS,None,35.84683333,-98.07516667,7.29,0.14,0.14,0.7,None,Oklahoma,Kingfisher,Reviewed
13556,2019-07-09 16:12:08,1.8,OGS,None,36.26416667,-97.49183333,5.72,0.14,0.14,0.4,None,Oklahoma,Noble,Reviewed
13559,2019-07-09 17:09:10,2.4,OGS,None,35.14466667,-95.34883333,5.0,0.42,0.42,1.7,None,Oklahoma,Pittsburg,Reviewed
13568,2019-07-09 18:06:13,2.5,OGS,None,35.84216667,-98.07566667,6.71,0.14,0.14,0.7,None,Oklahoma,Kingfisher,Reviewed
13602,2019-07-09 20:47:02,2.4,OGS,None,35.84133333,-98.0795,7.44,0.14,0.14,0.7,None,Oklahoma,Kingfisher,Reviewed
13599,2019-07-09 21:24:05,2.3,OGS,None,35.84016667,-98.075,3.5,0.35,0.35,0.6,None,Oklahoma,Kingfisher,Reviewed
13597,2019-07-09 21:29:05,2.3,OGS,None,35.8395,-98.08183333,6.87,0.14,0.14,0.7,None,Oklahoma,Kingfisher,Reviewed
13594,2019-07-09 21:33:46,2.2,OGS,None,35.83716667,-98.08483333,5.0,0.21,0.21,0.9,None,Oklahoma,Kingfisher,Reviewed
13592,2019-07-09 22:06:07,1.7,OGS,None,35.83616667,-98.07983333,6.66,0.49,0.49,1.4,None,Oklahoma,Kingfisher,Reviewed
13590,2019-07-09 22:06:33,2.1,OGS,None,35.83966667,-98.07933333,5.0,0.21,0.21,0.7,None,Oklahoma,Kingfisher,Reviewed
13588,2019-07-09 22:09:56,1.8,OGS,None,36.68133333,-95.36533333,0.0,0.64,0.64,0.6,None,Oklahoma,Rogers,Reviewed
13611,2019-07-10 02:15:52,1.5,OGS,None,35.83533333,-98.06033333,0.6,3.18,3.18,2.3,None,Oklahoma,Kingfisher,Reviewed
13609,2019-07-10 02:16:48,1.5,OGS,None,35.8355,-98.07366667,5.0,0.78,0.78,1.5,None,Oklahoma,Kingfisher,Reviewed
13608,2019-07-10 12:25:56,1.8,OGS,None,35.83183333,-98.08983333,7.73,0.35,0.35,1.3,None,Oklahoma,Canadian,Reviewed
13615,2019-07-10 15:58:36,1.7,OGS,None,36.24566667,-95.85233333,0.0,1.41,1.41,0.9,None,Oklahoma,Tulsa,Reviewed
13620,2019-07-10 19:16:35,1.7,OGS,None,35.2355,-97.73666667,4.33,0.49,0.49,0.8,None,Oklahoma,Grady,Reviewed
13622,2019-07-10 20:14:21,1.4,OGS,None,36.42233333,-97.36133333,7.53,0.21,0.21,0.8,None,Oklahoma,Noble,Reviewed
13653,2019-07-10 21:31:53,2.3,OGS,None,36.75716667,-98.05066667,7.68,0.14,0.14,0.4,None,Oklahoma,Alfalfa,Reviewed
13662,2019-07-10 22:45:12,2.0,OGS,None,35.83516667,-98.087,7.2,0.21,0.21,0.7,None,Oklahoma,Canadian,Reviewed
13656,2019-07-11 00:05:40,2.3,OGS,None,35.23683333,-97.7425,5.55,0.21,0.21,0.4,None,Oklahoma,Grady,Reviewed
13665,2019-07-11 05:16:53,1.4,OGS,None,36.185,-97.6765,5.22,0.14,0.14,0.4,None,Oklahoma,Kingfisher,Reviewed
13669,2019-07-11 06:02:30,1.1,OGS,None,35.22916667,-97.73583333,3.97,0.78,0.78,1.4,None,Oklahoma,Grady,Reviewed
13670,2019-07-11 06:02:33,1.2,OGS,None,35.30366667,-97.77116667,5.0,0.85,0.85,2.3,None,Oklahoma,Grady,Reviewed
13659,2019-07-11 06:14:36,1.7,OGS,None,36.30566667,-96.67433333,4.57,0.28,0.28,0.6,None,Oklahoma,Pawnee,Reviewed
13668,2019-07-11 06:19:16,1.6,OGS,None,35.23983333,-97.7375,4.78,0.35,0.35,0.6,None,Oklahoma,Grady,Reviewed
14121,2019-07-11 13:49:23,1.1,OGS,None,36.43383333,-98.78866667,8.61,0.14,0.14,0.3,None,Oklahoma,Major,Reviewed
13683,2019-07-11 14:48:34,2.3,OGS,None,36.93233333,-97.6525,6.46,0.21,0.21,0.5,None,Kansas,Sumner,Reviewed
13686,2019-07-11 15:03:55,2.0,OGS,None,36.936,-97.6525,7.21,0.28,0.28,0.6,None,Kansas,Sumner,Reviewed
13695,2019-07-11 19:23:55,2.1,OGS,None,36.36616667,-98.164,6.33,0.14,0.14,0.3,None,Oklahoma,Alfalfa,Reviewed
13729,2019-07-11 20:02:11,1.6,OGS,None,36.23216667,-95.83333333,0.0,0.85,0.85,0.8,None,Oklahoma,Tulsa,Reviewed
13727,2019-07-11 20:17:39,2.0,OGS,None,35.6215,-97.94766667,5.0,0.21,0.21,0.7,None,Oklahoma,Canadian,Reviewed
13767,2019-07-11 20:36:16,2.5,OGS,None,35.61533333,-97.94883333,6.54,0.14,0.14,0.9,None,Oklahoma,Canadian,Reviewed
13779,2019-07-11 21:07:07,2.0,OGS,None,35.24116667,-97.74816667,5.39,0.28,0.28,0.5,None,Oklahoma,Grady,Reviewed
13782,2019-07-11 21:07:08,2.2,OGS,None,35.28833333,-97.71966667,24.27,1.56,1.56,2.7,None,Oklahoma,Grady,Reviewed
13741,2019-07-11 23:57:48,1.7,OGS,None,35.2625,-97.986,7.0,5.23,5.23,6.6,None,Oklahoma,Grady,Reviewed
13732,2019-07-12 01:06:41,1.4,OGS,None,36.21683333,-97.282,7.44,0.21,0.21,0.4,None,Oklahoma,Noble,Reviewed
13735,2019-07-12 02:36:18,1.4,OGS,None,36.26483333,-97.71933333,6.6,0.14,0.14,0.3,None,Oklahoma,Garfield,Reviewed
13725,2019-07-12 03:24:19,1.6,OGS,None,36.70683333,-98.0365,7.19,0.14,0.14,0.4,None,Oklahoma,Alfalfa,Reviewed
13738,2019-07-12 11:55:32,1.5,OGS,None,37.06466667,-97.37233333,3.95,0.35,0.35,0.6,None,Kansas,Sumner,Reviewed
13756,2019-07-12 13:59:15,2.1,OGS,None,35.62816667,-97.94466667,4.36,0.21,0.21,0.8,None,Oklahoma,Canadian,Reviewed
13761,2019-07-12 14:04:06,2.1,OGS,None,35.6165,-97.95316667,10.27,0.14,0.14,4.4,None,Oklahoma,Canadian,Reviewed
13766,2019-07-12 14:09:41,1.8,OGS,None,35.62483333,-97.946,7.0,0.57,0.57,1.4,None,Oklahoma,Canadian,Reviewed
13764,2019-07-12 14:13:15,2.1,OGS,None,35.61466667,-97.95866667,6.76,0.14,0.14,0.7,None,Oklahoma,Canadian,Reviewed
13778,2019-07-12 14:37:37,1.8,OGS,None,37.06566667,-97.362,6.87,0.35,0.35,0.7,None,Kansas,Sumner,Reviewed
13787,2019-07-12 18:34:59,2.0,OGS,None,36.01733333,-98.689,16.64,0.21,0.21,0.8,None,Oklahoma,Dewey,Reviewed
13897,2019-07-12 21:54:31,1.8,OGS,None,36.68083333,-95.37466667,0.0,0.42,0.42,0.4,None,Oklahoma,Rogers,Reviewed
13885,2019-07-13 08:12:40,1.6,OGS,None,35.65583333,-97.95166667,19.84,0.78,0.78,2.1,None,Oklahoma,Canadian,Reviewed
13883,2019-07-13 19:51:35,2.7,OGS,None,36.87383333,-97.43216667,7.73,0.21,0.21,0.6,None,Oklahoma,Kay,Reviewed
13888,2019-07-13 20:09:02,1.3,OGS,None,36.432,-98.79016667,8.49,0.14,0.14,0.3,None,Oklahoma,Major,Reviewed
13930,2019-07-13 20:25:11,1.9,OGS,None,36.86766667,-97.4425,5.0,0.42,0.42,1.1,None,Oklahoma,Kay,Reviewed
13918,2019-07-13 20:27:02,2.0,OGS,None,36.87783333,-97.42633333,7.98,0.21,0.21,0.7,None,Oklahoma,Kay,Reviewed
13891,2019-07-14 01:28:02,2.2,OGS,None,36.87716667,-97.43316667,7.71,0.21,0.21,0.7,None,Oklahoma,Kay,Reviewed
13924,2019-07-14 01:56:38,1.6,OGS,None,35.23983333,-97.74716667,3.0,2.05,2.05,1.8,None,Oklahoma,Grady,Reviewed
13920,2019-07-14 01:56:50,2.0,OGS,None,35.23383333,-97.74866667,6.0,0.35,0.35,0.6,None,Oklahoma,Grady,Reviewed
13877,2019-07-14 03:05:59,2.7,OGS,None,36.87633333,-97.43266667,7.9,0.14,0.14,0.5,None,Oklahoma,Kay,Reviewed
13933,2019-07-14 04:18:36,1.7,OGS,None,36.35466667,-96.99633333,6.47,0.14,0.14,0.3,None,Oklahoma,Pawnee,Reviewed
13927,2019-07-14 04:58:18,1.7,OGS,None,35.6365,-98.00266667,6.19,0.21,0.21,0.6,None,Oklahoma,Canadian,Reviewed
13993,2019-07-14 05:03:44,1.8,OGS,None,37.06416667,-97.36083333,5.57,0.35,0.35,0.7,None,Kansas,Sumner,Reviewed
13965,2019-07-14 05:59:38,1.3,OGS,None,36.87383333,-97.43133333,8.75,0.49,0.49,3.5,None,Oklahoma,Kay,Reviewed
13966,2019-07-14 05:59:44,1.2,OGS,None,36.8795,-97.43183333,5.0,2.4,2.4,4.7,None,Oklahoma,Kay,Reviewed
13942,2019-07-14 11:38:11,1.4,OGS,None,36.2865,-97.743,5.46,0.28,0.28,0.7,None,Oklahoma,Garfield,Reviewed
13967,2019-07-14 12:54:53,1.4,OGS,None,35.848,-98.07316667,7.86,0.42,0.42,1.7,None,Oklahoma,Kingfisher,Reviewed
13874,2019-07-15 03:41:08,2.8,OGS,None,36.87566667,-97.43183333,7.99,0.14,0.14,0.5,None,Oklahoma,Kay,Reviewed
13900,2019-07-15 07:29:30,1.9,OGS,None,36.879,-97.427,7.75,0.21,0.21,0.6,None,Oklahoma,Kay,Reviewed
13939,2019-07-15 07:34:16,1.6,OGS,None,36.87366667,-97.43466667,5.0,0.28,0.28,0.8,None,Oklahoma,Kay,Reviewed
13936,2019-07-15 07:43:20,1.3,OGS,None,36.17266667,-97.06433333,8.25,0.21,0.21,2.0,None,Oklahoma,Payne,Reviewed
13871,2019-07-15 07:57:13,2.9,OGS,None,36.87833333,-97.42533333,7.91,0.14,0.14,0.5,None,Oklahoma,Kay,Reviewed
13904,2019-07-15 08:06:06,1.4,OGS,None,36.85783333,-97.45416667,1.5,0.35,0.35,1.0,None,Oklahoma,Kay,Reviewed
13896,2019-07-15 08:06:11,2.1,OGS,None,36.87766667,-97.42816667,7.74,0.21,0.21,0.6,None,Oklahoma,Kay,Reviewed
13911,2019-07-15 09:08:17,2.0,OGS,None,36.3615,-98.15516667,6.33,0.14,0.14,0.3,None,Oklahoma,Alfalfa,Reviewed
13945,2019-07-15 09:34:10,1.3,OGS,None,36.27583333,-97.50033333,6.73,0.14,0.14,0.5,None,Oklahoma,Noble,Reviewed
13954,2019-07-15 10:22:30,1.0,OGS,None,36.478,-96.99266667,3.53,0.14,0.14,0.3,None,Oklahoma,Osage,Reviewed
14119,2019-07-15 10:37:03,0.9,OGS,None,36.4785,-96.99233333,3.15,0.21,0.21,0.5,None,Oklahoma,Osage,Reviewed
13880,2019-07-15 10:57:21,2.6,OGS,None,35.13766667,-95.351,7.0,0.78,0.78,2.7,None,Oklahoma,Pittsburg,Reviewed
13951,2019-07-15 11:17:10,0.9,OGS,None,36.17166667,-97.0685,8.65,0.28,0.28,1.6,None,Oklahoma,Payne,Reviewed
13868,2019-07-15 11:21:50,1.7,OGS,None,35.1445,-95.35883333,5.0,0.57,0.57,2.7,None,Oklahoma,Pittsburg,Reviewed
13948,2019-07-15 12:58:02,1.2,OGS,None,36.1845,-96.84083333,5.84,0.21,0.21,0.5,None,Oklahoma,Pawnee,Reviewed
14117,2019-07-15 16:15:24,1.9,OGS,None,36.18683333,-98.83166667,7.11,0.35,0.35,0.3,None,Oklahoma,Dewey,Reviewed
13915,2019-07-15 16:47:51,2.2,OGS,None,36.8765,-97.43016667,7.84,0.21,0.21,0.7,None,Oklahoma,Kay,Reviewed
13961,2019-07-15 21:59:25,1.8,OGS,None,36.67816667,-95.376,0.0,0.49,0.49,0.4,None,Oklahoma,Rogers,Reviewed
13959,2019-07-16 05:24:19,2.1,OGS,None,35.132,-95.34933333,5.0,0.35,0.35,1.7,None,Oklahoma,Pittsburg,Reviewed
13964,2019-07-16 07:43:57,1.6,OGS,None,36.36433333,-98.1625,5.63,0.21,0.21,0.4,None,Oklahoma,Alfalfa,Reviewed
14115,2019-07-16 12:40:27,1.6,OGS,None,36.86916667,-97.4435,7.0,0.42,0.42,0.9,None,Oklahoma,Kay,Reviewed
13984,2019-07-16 21:53:50,1.5,OGS,None,35.24533333,-97.77516667,5.17,0.85,0.85,0.8,None,Oklahoma,Grady,Reviewed
13987,2019-07-16 23:54:55,2.1,OGS,None,36.69916667,-97.681,8.76,0.14,0.14,3.0,None,Oklahoma,Grant,Reviewed
13990,2019-07-17 03:58:57,2.5,OGS,None,37.454,-97.75583333,3.96,0.28,0.28,0.4,None,Kansas,Sumner,Reviewed
13996,2019-07-17 18:12:49,2.3,OGS,None,35.13666667,-95.3375,5.0,0.42,0.42,1.8,None,Oklahoma,Pittsburg,Reviewed
14014,2019-07-17 21:11:59,2.4,OGS,None,36.734,-98.36866667,5.0,0.21,0.21,0.5,None,Oklahoma,Alfalfa,Reviewed
14016,2019-07-17 23:11:09,1.9,OGS,None,35.008,-97.9,9.22,0.28,0.28,1.2,None,Oklahoma,Grady,Reviewed
14019,2019-07-18 08:06:22,2.2,OGS,None,37.45233333,-97.75566667,4.37,0.35,0.35,0.5,None,Kansas,Sumner,Reviewed
14113,2019-07-18 12:24:36,1.5,OGS,None,36.453,-98.764,8.73,0.14,0.14,0.3,None,Oklahoma,Major,Reviewed
14051,2019-07-18 17:24:56,2.5,OGS,None,37.06233333,-97.37166667,5.94,0.35,0.35,0.6,None,Kansas,Sumner,Reviewed
14029,2019-07-18 18:16:41,2.4,OGS,None,35.80483333,-98.11133333,5.0,0.14,0.14,0.5,None,Oklahoma,Canadian,Reviewed
14048,2019-07-19 03:46:27,1.8,OGS,None,35.3755,-96.49133333,6.04,0.35,0.35,0.8,None,Oklahoma,Okfuskee,Reviewed
14045,2019-07-19 09:47:33,2.2,OGS,None,36.0295,-98.09533333,5.91,0.14,0.14,0.4,None,Oklahoma,Kingfisher,Reviewed
14042,2019-07-19 11:04:45,2.2,OGS,None,36.02933333,-98.09583333,6.25,0.14,0.14,0.4,None,Oklahoma,Kingfisher,Reviewed
14098,2019-07-19 12:49:18,2.0,OGS,None,36.36083333,-98.15666667,6.42,0.21,0.21,0.5,None,Oklahoma,Alfalfa,Reviewed
14062,2019-07-19 16:51:58,2.3,OGS,None,36.07083333,-98.638,5.98,0.14,0.14,0.4,None,Oklahoma,Major,Reviewed
14105,2019-07-20 10:39:46,2.0,OGS,None,36.97266667,-97.50283333,4.53,0.42,0.42,1.1,None,Kansas,Sumner,Reviewed
14110,2019-07-21 02:05:28,0.6,OGS,None,36.43066667,-96.94216667,6.89,0.21,0.21,0.4,None,Oklahoma,Pawnee,Reviewed
14107,2019-07-21 08:33:51,1.5,OGS,None,35.84816667,-98.07133333,7.0,0.21,0.21,0.9,None,Oklahoma,Kingfisher,Reviewed
14103,2019-07-21 15:38:00,2.2,OGS,None,35.55033333,-95.80883333,5.0,0.42,0.42,1.2,None,Oklahoma,Okmulgee,Reviewed
14100,2019-07-21 23:47:20,1.5,OGS,None,36.093,-97.51566667,17.35,0.14,0.14,0.5,None,Oklahoma,Logan,Reviewed
14095,2019-07-22 01:58:47,1.6,OGS,None,35.956,-97.69233333,3.13,0.28,0.28,0.9,None,Oklahoma,Logan,Reviewed
14087,2019-07-22 02:07:41,2.3,OGS,None,35.13716667,-95.34533333,5.0,0.35,0.35,1.4,None,Oklahoma,Pittsburg,Reviewed
14084,2019-07-22 02:20:03,2.7,OGS,None,36.073,-98.6345,5.92,0.14,0.14,0.4,None,Oklahoma,Major,Reviewed
14093,2019-07-22 05:14:08,1.3,OGS,None,35.24733333,-97.78733333,7.21,1.91,1.91,1.4,None,Oklahoma,Grady,Reviewed
14154,2019-07-22 06:43:00,0.9,OGS,None,35.23616667,-97.745,7.0,0.99,0.99,0.2,None,Oklahoma,Grady,Reviewed
14152,2019-07-22 09:53:37,1.3,OGS,None,36.0995,-97.89433333,4.66,0.28,0.28,0.7,None,Oklahoma,Kingfisher,Reviewed
14153,2019-07-22 09:53:38,1.1,OGS,None,36.09266667,-97.8955,7.0,0.64,0.64,1.1,None,Oklahoma,Kingfisher,Reviewed
14090,2019-07-22 11:07:33,1.3,OGS,None,36.06466667,-97.57366667,6.68,0.21,0.21,0.5,None,Oklahoma,Logan,Reviewed
14130,2019-07-22 13:46:01,1.4,OGS,None,35.5845,-97.38483333,6.99,0.14,0.14,0.3,None,Oklahoma,Oklahoma,Reviewed
14128,2019-07-22 14:06:35,1.4,OGS,None,36.7595,-98.05833333,7.96,0.35,0.35,0.5,None,Oklahoma,Alfalfa,Reviewed
14126,2019-07-22 15:49:46,1.8,OGS,None,36.29233333,-97.52,6.71,0.21,0.21,0.5,None,Oklahoma,Noble,Reviewed
14136,2019-07-23 00:13:50,2.1,OGS,None,36.958,-98.7455,5.8,0.49,0.49,1.0,None,Oklahoma,Woods,Reviewed
14133,2019-07-23 02:47:01,1.1,OGS,None,36.35133333,-96.9985,6.47,0.28,0.28,0.5,None,Oklahoma,Pawnee,Reviewed
14143,2019-07-23 02:56:04,1.5,OGS,None,36.4365,-98.791,7.73,0.28,0.28,0.3,None,Oklahoma,Major,Reviewed
14147,2019-07-23 02:56:50,0.1,OGS,None,36.4315,-98.7865,8.27,0.28,0.28,0.4,None,Oklahoma,Major,Reviewed
14149,2019-07-23 02:58:32,0.9,OGS,None,36.43766667,-98.79483333,7.43,0.42,0.42,0.8,None,Oklahoma,Major,Reviewed
14138,2019-07-23 06:34:57,0.8,OGS,None,36.46716667,-98.819,5.55,0.14,0.14,0.2,None,Oklahoma,Woods,Reviewed
14140,2019-07-23 14:00:15,1.4,OGS,None,36.334,-98.66966667,7.57,0.42,0.42,0.6,None,Oklahoma,Major,Reviewed
14195,2019-07-24 01:18:11,2.0,OGS,None,35.98383333,-97.20483333,5.88,0.14,0.14,0.4,None,Oklahoma,Logan,Reviewed
14189,2019-07-24 02:41:31,2.1,OGS,None,36.45983333,-98.76283333,7.64,0.14,0.14,0.1,None,Oklahoma,Major,Reviewed
14200,2019-07-24 03:01:16,1.2,OGS,None,36.46866667,-98.746,8.51,0.14,0.14,0.2,None,Oklahoma,Major,Reviewed
14180,2019-07-24 03:03:10,2.3,OGS,None,36.46316667,-98.76383333,7.55,0.14,0.14,0.2,None,Oklahoma,Major,Reviewed
14197,2019-07-24 04:07:39,1.0,OGS,None,35.05683333,-97.69766667,7.45,0.42,0.42,1.1,None,Oklahoma,McClain,Reviewed
14186,2019-07-24 04:16:31,1.6,OGS,None,36.02716667,-97.66583333,6.5,0.14,0.14,0.4,None,Oklahoma,Logan,Reviewed
14183,2019-07-24 10:20:02,1.1,OGS,None,36.26016667,-97.3885,7.0,0.21,0.21,0.5,None,Oklahoma,Noble,Reviewed
14192,2019-07-24 12:07:01,1.7,OGS,None,37.188,-97.90116667,4.49,0.28,0.28,0.7,None,Kansas,Harper,Reviewed
14202,2019-07-24 19:46:57,0.8,OGS,None,35.79483333,-96.65983333,6.29,0.35,0.35,0.8,None,Oklahoma,Lincoln,Reviewed
14205,2019-07-24 20:26:01,2.6,OGS,None,33.31038666,-97.82987976,5.0,2.16,3.79,0.0,0.43928099,Texas,Wise,Preliminary
14216,2019-07-24 20:53:19,2.1,OGS,None,36.5835,-98.57166667,6.71,0.21,0.21,0.3,None,Oklahoma,Woods,Reviewed
14219,2019-07-24 20:59:23,1.5,OGS,None,36.5815,-98.56883333,6.75,0.21,0.21,0.3,None,Oklahoma,Woods,Reviewed
14366,2019-07-24 21:59:54,1.8,OGS,None,36.58083333,-98.57083333,7.21,0.21,0.21,0.3,None,Oklahoma,Woods,Reviewed
14282,2019-07-24 23:25:52,3.2,OGS,None,35.81516667,-98.09283333,7.0,0.35,0.35,1.0,None,Oklahoma,Canadian,Reviewed
14415,2019-07-24 23:50:58,1.7,OGS,None,35.8465,-98.07816667,7.64,0.21,0.21,0.5,None,Oklahoma,Kingfisher,Reviewed
14389,2019-07-25 00:50:55,1.8,OGS,None,35.83783333,-98.08283333,5.0,0.21,0.21,0.8,None,Oklahoma,Kingfisher,Reviewed
14402,2019-07-25 01:56:11,1.7,OGS,None,35.8505,-98.06883333,6.75,0.21,0.21,0.8,None,Oklahoma,Kingfisher,Reviewed
14382,2019-07-25 01:57:37,2.1,OGS,None,35.10966667,-96.31933333,4.0,0.35,0.35,0.8,None,Oklahoma,Hughes,Reviewed
14294,2019-07-25 02:36:32,3.3,OGS,None,36.02783333,-98.09116667,5.77,0.14,0.14,0.3,None,Oklahoma,Kingfisher,Reviewed
14291,2019-07-25 02:36:33,3.0,OGS,None,36.03616667,-98.07716667,6.82,0.28,0.28,0.8,None,Oklahoma,Kingfisher,Reviewed
